"No","Time","Pressure","","Data Pressure",""
"1","3/20/2024 11:18","1.535","","Sample","A"
"2","3/20/2024 11:18","2.1","","Proses","Desorpsi"
"3","3/20/2024 11:18","6.412","","",""
"4","3/20/2024 11:18","6.47","","",""
"5","3/20/2024 11:18","6.484","","",""
"6","3/20/2024 11:18","6.488","","",""
"7","3/20/2024 11:18","6.484","","",""
"8","3/20/2024 11:18","6.479","","",""
"9","3/20/2024 11:18","6.472","","",""
"10","3/20/2024 11:18","6.467","","",""
"11","3/20/2024 11:18","6.466","","",""
"12","3/20/2024 11:18","6.473","","",""
"13","3/20/2024 11:18","6.475","","",""
"14","3/20/2024 11:19","6.474","","",""
"15","3/20/2024 11:19","6.476","","",""
"16","3/20/2024 11:19","6.473","","",""
"17","3/20/2024 11:19","6.472","","",""
"18","3/20/2024 11:19","6.475","","",""
"19","3/20/2024 11:19","6.472","","",""
"20","3/20/2024 11:19","6.474","","",""
"21","3/20/2024 11:19","6.472","","",""
"22","3/20/2024 11:19","6.474","","",""
"23","3/20/2024 11:19","6.475","","",""
"24","3/20/2024 11:19","6.473","","",""
"25","3/20/2024 11:19","6.473","","",""
"26","3/20/2024 11:19","6.474","","",""
"27","3/20/2024 11:19","6.474","","",""
"28","3/20/2024 11:19","6.476","","",""
"29","3/20/2024 11:19","6.475","","",""
"30","3/20/2024 11:19","6.472","","",""
"31","3/20/2024 11:19","6.472","","",""
"32","3/20/2024 11:19","6.473","","",""
"33","3/20/2024 11:19","6.475","","",""
"34","3/20/2024 11:19","6.477","","",""
"35","3/20/2024 11:19","6.475","","",""
"36","3/20/2024 11:19","6.473","","",""
"37","3/20/2024 11:19","6.473","","",""
"38","3/20/2024 11:19","6.472","","",""
"39","3/20/2024 11:19","6.47","","",""
"40","3/20/2024 11:19","6.47","","",""
"41","3/20/2024 11:19","6.47","","",""
"42","3/20/2024 11:19","6.472","","",""
"43","3/20/2024 11:19","6.472","","",""
"44","3/20/2024 11:19","6.472","","",""
"45","3/20/2024 11:19","6.471","","",""
"46","3/20/2024 11:19","6.47","","",""
"47","3/20/2024 11:19","6.468","","",""
"48","3/20/2024 11:19","6.472","","",""
"49","3/20/2024 11:19","6.474","","",""
"50","3/20/2024 11:19","6.472","","",""
"51","3/20/2024 11:19","6.471","","",""
"52","3/20/2024 11:19","6.471","","",""
"53","3/20/2024 11:19","6.471","","",""
"54","3/20/2024 11:19","6.472","","",""
"55","3/20/2024 11:19","6.471","","",""
"56","3/20/2024 11:19","6.47","","",""
"57","3/20/2024 11:19","6.471","","",""
"58","3/20/2024 11:19","6.471","","",""
"59","3/20/2024 11:19","6.468","","",""
"60","3/20/2024 11:19","6.469","","",""
"61","3/20/2024 11:19","6.472","","",""
"62","3/20/2024 11:19","6.469","","",""
"63","3/20/2024 11:19","6.47","","",""
"64","3/20/2024 11:19","6.472","","",""
"65","3/20/2024 11:19","6.475","","",""
"66","3/20/2024 11:19","6.473","","",""
"67","3/20/2024 11:19","6.474","","",""
"68","3/20/2024 11:19","6.474","","",""
"69","3/20/2024 11:19","6.474","","",""
"70","3/20/2024 11:19","6.472","","",""
"71","3/20/2024 11:19","6.47","","",""
"72","3/20/2024 11:19","6.47","","",""
"73","3/20/2024 11:20","6.472","","",""
"74","3/20/2024 11:20","6.472","","",""
"75","3/20/2024 11:20","6.471","","",""
"76","3/20/2024 11:20","6.472","","",""
"77","3/20/2024 11:20","6.472","","",""
"78","3/20/2024 11:20","6.468","","",""
"79","3/20/2024 11:20","6.47","","",""
"80","3/20/2024 11:20","6.47","","",""
"81","3/20/2024 11:20","6.471","","",""
"82","3/20/2024 11:20","6.47","","",""
"83","3/20/2024 11:20","6.471","","",""
"84","3/20/2024 11:20","6.469","","",""
"85","3/20/2024 11:20","6.468","","",""
"86","3/20/2024 11:20","6.469","","",""
"87","3/20/2024 11:20","6.47","","",""
"88","3/20/2024 11:20","6.47","","",""
"89","3/20/2024 11:20","6.472","","",""
"90","3/20/2024 11:20","6.472","","",""
"91","3/20/2024 11:20","6.468","","",""
"92","3/20/2024 11:20","6.467","","",""
